"Chapter","Code","CodeLength","Description","DescriptionSource"
"19","T919","4","Sequelae of unspecified injury of neck and trunk","Edition5"
"19","T92","3","Sequelae of injuries of upper limb","Edition5"
"19","T920","4","Sequelae of open wound of upper limb","Edition5"
"19","T921","4","Sequelae of fracture of arm","Edition5"
"19","T922","4","Sequelae of fracture at wrist and hand level","Edition5"
"19","T923","4","Sequelae of dislocation, sprain and strain of upper limb","Edition5"
"19","T924","4","Sequelae of injury of nerve of upper limb","Edition5"
"19","T925","4","Sequelae of injury of muscle and tendon of upper limb","Edition5"
"19","T926","4","Sequelae of crushing injury and traumatic amputation of upper limb","Edition5"
"19","T928","4","Sequelae of other specified injuries of upper limb","Edition5"
"19","T929","4","Sequelae of unspecified injury of upper limb","Edition5"
"19","T93","3","Sequelae of injuries of lower limb","Edition5"
"19","T930","4","Sequelae of open wound of lower limb","Edition5"
"19","T931","4","Sequelae of fracture of femur","Edition5"
"19","T932","4","Sequelae of other fractures of lower limb","Edition5"
"19","T933","4","Sequelae of dislocation, sprain and strain of lower limb","Edition5"
"19","T934","4","Sequelae of injury of nerve of lower limb","Edition5"
"19","T935","4","Sequelae of injury of muscle and tendon of lower limb","Edition5"
"19","T936","4","Sequelae of crushing injury and traumatic amputation of lower limb","Edition5"
"19","T938","4","Sequelae of other specified injuries of lower limb","Edition5"
"19","T939","4","Sequelae of unspecified injury of lower limb","Edition5"
"19","T94","3","Sequelae of injuries involving multiple and unspecified body regions","Edition5"
"19","T940","4","Sequelae of injuries involving multiple body regions","Edition5"
"19","T941","4","Sequelae of injuries, not specified by body region","Edition5"
"19","T95","3","Sequelae of burns, corrosions and frostbite","Edition5"
"19","T950","4","Sequelae of burn, corrosion and frostbite of head and neck","Edition5"
"19","T951","4","Sequelae of burn, corrosion and frostbite of trunk","Edition5"
"19","T952","4","Sequelae of burn, corrosion and frostbite of upper limb","Edition5"
"19","T953","4","Sequelae of burn, corrosion and frostbite of lower limb","Edition5"
"19","T954","4","Sequelae of burn and corrosion classifiable only according to extent of body surface involved","Edition5"
"19","T958","4","Sequelae of other specified burn, corrosion and frostbite","Edition5"
"19","T959","4","Sequelae of unspecified burn, corrosion and frostbite","Edition5"
"19","T96","3","Sequelae of poisoning by drugs, medicaments and biological substances","Edition5"
"19","T96X","4","Sequelae of poisoning by drugs, medicaments and biological substances","Edition5"
"19","T97","3","Sequelae of toxic effects of substances chiefly nonmedicinal as to source","Edition5"
"19","T97X","4","Sequelae of toxic effects of substances chiefly nonmedicinal as to source","Edition5"
"19","T98","3","Sequelae of other and unspecified effects of external causes","Edition5"
"19","T980","4","Sequelae of effects of foreign body entering through natural orifice","Edition5"
"19","T981","4","Sequelae of other and unspecified effects of external causes","Edition5"
"19","T982","4","Sequelae of certain early complications of trauma","Edition5"
"19","T983","4","Sequelae of complications of surgical and medical care, not elsewhere classified","Edition5"
"22","U04","3","Severe acute respiratory syndrome [SARS]","Edition5"
"22","U049","4","Severe acute respiratory syndrome [SARS], unspecified","Edition5"
"22","U06","3","Emergency use of U06","Edition5"
"22","U060","4","Emergency use of U06.0","Edition5"
"22","U061","4","Emergency use of U06.1","Edition5"
"22","U062","4","Emergency use of U06.2","Edition5"
"22","U063","4","Emergency use of U06.3","Edition5"
"22","U064","4","Emergency use of U06.4","Edition5"
"22","U065","4","Emergency use of U06.5","Edition5"
"22","U066","4","Emergency use of U06.6","Edition5"
"22","U067","4","Emergency use of U06.7","Edition5"
"22","U068","4","Emergency use of U06.8","Edition5"
"22","U069","4","Emergency use of U06.9","Edition5"
"22","U07","3","Emergency use of U07","Edition5"
"22","U070","4","Emergency use of U07.0","Edition5"
"22","U071","4","Emergency use of U07.1","Edition5"
"22","U072","4","Emergency use of U07.2","Edition5"
"22","U073","4","Emergency use of U07.3","Edition5"
"22","U074","4","Emergency use of U07.4","Edition5"
"22","U075","4","Emergency use of U07.5","Edition5"
"22","U076","4","Emergency use of U07.6","Edition5"
"22","U077","4","Emergency use of U07.7","Edition5"
"22","U078","4","Emergency use of U07.8","Edition5"
"22","U079","4","Emergency use of U07.9","Edition5"
"22","U80","3","Agent resistant to penicillin and related antibiotics","Edition4"
"22","U800","4","Penicillin resistant agent","Edition4"
"22","U801","4","Methicillin resistant agent","Edition4"
"22","U808","4","Agent resistant to other penicillin-related antibiotic","Edition4"
"22","U81","3","Agent resistant to vancomycin and related antibiotics","Edition4"
"22","U810","4","Vancomycin resistant agent","Edition4"
"22","U818","4","Agent resistant to other vancomycin-related antibiotic","Edition4"
"22","U82","3","Resistance to betalactam antibiotics","Edition5"
"22","U820","4","Resistance to penicillin","Edition5"
"22","U821","4","Resistance to methicillin","Edition5"
"22","U822","4","Extended spectrum betalactamase (ESBL) resistance","Edition5"
"22","U828","4","Resistance to other betalactam antibiotics","Edition5"
"22","U829","4","Resistance to betalactam antibiotics, unspecified","Edition5"
"22","U83","3","Resistance to other antibiotics","Edition5"
"22","U830","4","Resistance to vancomycin","Edition5"
"22","U831","4","Resistance to other vancomycin related antibiotics","Edition5"
"22","U832","4","Resistance to quinolones","Edition5"
"22","U837","4","Resistance to multiple antibiotics","Edition5"
"22","U838","4","Resistance to other single specified antibiotic","Edition5"
"22","U839","4","Resistance to unspecified antibiotic","Edition5"
"22","U84","3","Resistance to other antimicrobial drugs","Edition5"
"22","U840","4","Resistance to antiparasitic drug(s)","Edition5"
"22","U841","4","Resistance to antifungal drug(s)","Edition5"
"22","U842","4","Resistance to antiviral drug(s)","Edition5"
"22","U843","4","Resistance to tuberculostatic drug(s)","Edition5"
"22","U847","4","Resistance to multiple antimicrobial drugs","Edition5"
"22","U848","4","Resistance to other specified antimicrobial drug","Edition5"
"22","U849","4","Resistance to unspecified antimicrobial drugs","Edition5"
"22","U85","3","Resistance to antineoplastic drugs","Edition5"
"22","U85X","4","Resistance to antineoplastic drugs","Edition5"
"22","U88","3","Agent resistant to multiple antibiotics","Edition4"
"22","U88X","4","Agent resistant to multiple antibiotics","Edition4"
"22","U89","3","Agent resistant to other and unspecified antibiotics","Edition4"
"22","U898","4","Agent resistant to other single specified antibiotic","Edition4"
"22","U899","4","Agent resistant to unspecified antibiotic","Edition4"
"20","V01","3","Pedestrian injured in collision with pedal cycle","Edition5"
"20","V010","4","Pedestrian injured in collision with pedal cycle: Nontraffic accident","Edition5"
"20","V011","4","Pedestrian injured in collision with pedal cycle: Traffic accident","Edition5"
"20","V019","4","Pedestrian injured in collision with pedal cycle: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V02","3","Pedestrian injured in collision with two- or three-wheeled motor vehicle","Edition5"
"20","V020","4","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Nontraffic accident","Edition5"
"20","V021","4","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Traffic accident","Edition5"
"20","V029","4","Pedestrian injured in collision with two- or three-wheeled motor vehicle: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V03","3","Pedestrian injured in collision with car, pick-up truck or van","Edition5"
"20","V030","4","Pedestrian injured in collision with car, pick-up truck or van: Nontraffic accident","Edition5"
"20","V031","4","Pedestrian injured in collision with car, pick-up truck or van: Traffic accident","Edition5"
"20","V039","4","Pedestrian injured in collision with car, pick-up truck or van: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V04","3","Pedestrian injured in collision with heavy transport vehicle or bus","Edition5"
"20","V040","4","Pedestrian injured in collision with heavy transport vehicle or bus: Nontraffic accident","Edition5"
"20","V041","4","Pedestrian injured in collision with heavy transport vehicle or bus: Traffic accident","Edition5"
"20","V049","4","Pedestrian injured in collision with heavy transport vehicle or bus: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V05","3","Pedestrian injured in collision with railway train or railway vehicle","Edition5"
"20","V050","4","Pedestrian injured in collision with railway train or railway vehicle: Nontraffic accident","Edition5"
"20","V051","4","Pedestrian injured in collision with railway train or railway vehicle: Traffic accident","Edition5"
"20","V059","4","Pedestrian injured in collision with railway train or railway vehicle: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V06","3","Pedestrian injured in collision with other nonmotor vehicle","Edition5"
"20","V060","4","Pedestrian injured in collision with other nonmotor vehicle: Nontraffic accident","Edition5"
"20","V061","4","Pedestrian injured in collision with other nonmotor vehicle: Traffic accident","Edition5"
"20","V069","4","Pedestrian injured in collision with other nonmotor vehicle: Unspecified whether traffic or nontraffic accident","Edition5"
"20","V09","3","Pedestrian injured in other and unspecified transport accidents","Edition5"
"20","V090","4","Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles","Edition5"
"20","V091","4","Pedestrian injured in unspecified nontraffic accident","Edition5"
"20","V092","4","Pedestrian injured in traffic accident involving other and unspecified motor vehicles","Edition5"
"20","V093","4","Pedestrian injured in unspecified traffic accident","Edition5"
"20","V099","4","Pedestrian injured in unspecified transport accident","Edition5"
"20","V10","3","Pedal cyclist injured in collision with pedestrian or animal","Edition5"
"20","V100","4","Pedal cyclist injured in collision with pedestrian or animal: Driver injured in nontraffic accident","Edition5"
"20","V101","4","Pedal cyclist injured in collision with pedestrian or animal: Passenger injured in nontraffic accident","Edition5"
"20","V102","4","Pedal cyclist injured in collision with pedestrian or animal: Unspecified pedal cyclist injured in nontraffic accident","Edition5"
"20","V103","4","Pedal cyclist injured in collision with pedestrian or animal: Person injured while boarding or alighting","Edition5"
"20","V104","4","Pedal cyclist injured in collision with pedestrian or animal: Driver injured in traffic accident","Edition5"
"20","V105","4","Pedal cyclist injured in collision with pedestrian or animal: Passenger injured in traffic accident","Edition5"
"20","V109","4","Pedal cyclist injured in collision with pedestrian or animal: Unspecified pedal cyclist injured in traffic accident","Edition5"
"20","V11","3","Pedal cyclist injured in collision with other pedal cycle","Edition5"
"20","V110","4","Pedal cyclist injured in collision with other pedal cycle: Driver injured in nontraffic accident","Edition5"
"20","V111","4","Pedal cyclist injured in collision with other pedal cycle: Passenger injured in nontraffic accident","Edition5"
"20","V112","4","Pedal cyclist injured in collision with other pedal cycle: Unspecified pedal cyclist injured in nontraffic accident","Edition5"
"20","V113","4","Pedal cyclist injured in collision with other pedal cycle: Person injured while boarding or alighting","Edition5"
"20","V114","4","Pedal cyclist injured in collision with other pedal cycle: Driver injured in traffic accident","Edition5"
"20","V115","4","Pedal cyclist injured in collision with other pedal cycle: Passenger injured in traffic accident","Edition5"
"20","V119","4","Pedal cyclist injured in collision with other pedal cycle: Unspecified pedal cyclist injured in traffic accident","Edition5"
"20","V12","3","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle","Edition5"
"20","V120","4","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident","Edition5"
"20","V121","4","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident","Edition5"
